Name, SOME PERSON
Address,"SOME ADDRESS, CHICAGO IL 60600-0000"
Account Number,1234589712
Service,Service 1

TYPE,DATE,START TIME,END TIME,USAGE,UNITS,COST,NOTES
Electric usage,2022-12-09,05:00,05:29,0.06,kWh,$0.01,
Electric usage,2022-12-09,05:30,05:59,0.18,kWh,$0.03,
Electric usage,2022-12-09,06:00,06:29,0.11,kWh,$0.02,
Electric usage,2022-12-09,06:30,06:59,0.14,kWh,$0.02,
Electric usage,2022-12-09,07:00,07:29,0.15,kWh,$0.02,
Electric usage,2022-12-09,07:30,07:59,0.11,kWh,$0.02,
Electric usage,2022-12-09,08:00,08:29,0.20,kWh,$0.03,
Electric usage,2022-12-09,08:30,08:59,0.26,kWh,$0.04,
Electric usage,2022-12-09,09:00,09:29,0.24,kWh,$0.03,
Electric usage,2022-12-09,09:30,09:59,0.06,kWh,$0.01,
Electric usage,2022-12-09,10:00,10:29,0.13,kWh,$0.02,
Electric usage,2022-12-09,10:30,10:59,0.09,kWh,$0.01,
Electric usage,2022-12-09,11:00,11:29,0.11,kWh,$0.02,
Electric usage,2022-12-09,11:30,11:59,0.32,kWh,$0.04,
Electric usage,2022-12-09,12:00,12:29,0.19,kWh,$0.03,
Electric usage,2022-12-09,12:30,12:59,0.10,kWh,$0.01,
Electric usage,2022-12-09,13:00,13:29,0.21,kWh,$0.03,
Electric usage,2022-12-09,13:30,13:59,0.11,kWh,$0.02,
Electric usage,2022-12-09,14:00,14:29,0.15,kWh,$0.02,
Electric usage,2022-12-09,14:30,14:59,0.16,kWh,$0.02,
Electric usage,2022-12-09,15:00,15:29,0.26,kWh,$0.04,
Electric usage,2022-12-09,15:30,15:59,0.16,kWh,$0.02,
Electric usage,2022-12-09,16:00,16:29,0.34,kWh,$0.05,
Electric usage,2022-12-09,16:30,16:59,0.27,kWh,$0.04,
Electric usage,2022-12-09,17:00,17:29,0.20,kWh,$0.03,
Electric usage,2022-12-09,17:30,17:59,0.54,kWh,$0.08,
Electric usage,2022-12-09,18:00,18:29,0.10,kWh,$0.01,
Electric usage,2022-12-09,18:30,18:59,0.07,kWh,$0.01,
Electric usage,2022-12-09,19:00,19:29,0.12,kWh,$0.02,
Electric usage,2022-12-09,19:30,19:59,0.23,kWh,$0.03,
Electric usage,2022-12-09,20:00,20:29,0.42,kWh,$0.06,
Electric usage,2022-12-09,20:30,20:59,0.40,kWh,$0.06,
Electric usage,2022-12-09,21:00,21:29,0.29,kWh,$0.04,
Electric usage,2022-12-09,21:30,21:59,0.13,kWh,$0.02,
Electric usage,2022-12-09,22:00,22:29,0.36,kWh,$0.05,
Electric usage,2022-12-09,22:30,22:59,0.15,kWh,$0.02,
Electric usage,2022-12-09,23:00,23:29,0.29,kWh,$0.04,
Electric usage,2022-12-09,23:30,23:59,0.13,kWh,$0.02,
Electric usage,2022-12-10,00:00,00:29,0.20,kWh,$0.03,
Electric usage,2022-12-10,00:30,00:59,0.15,kWh,$0.02,
Electric usage,2022-12-10,01:00,01:29,0.17,kWh,$0.02,
Electric usage,2022-12-10,01:30,01:59,0.18,kWh,$0.02,
Electric usage,2022-12-10,02:00,02:29,0.15,kWh,$0.02,
Electric usage,2022-12-10,02:30,02:59,0.20,kWh,$0.03,
Electric usage,2022-12-10,03:00,03:29,0.12,kWh,$0.02,
Electric usage,2022-12-10,03:30,03:59,0.23,kWh,$0.03,
Electric usage,2022-12-10,04:00,04:29,0.08,kWh,$0.01,
Electric usage,2022-12-10,04:30,04:59,0.27,kWh,$0.04,
Electric usage,2022-12-10,05:00,05:29,0.07,kWh,$0.01,
Electric usage,2022-12-10,05:30,05:59,0.25,kWh,$0.03,
Electric usage,2022-12-10,06:00,06:29,0.09,kWh,$0.01,
Electric usage,2022-12-10,06:30,06:59,0.22,kWh,$0.03,
Electric usage,2022-12-10,07:00,07:29,0.12,kWh,$0.02,
Electric usage,2022-12-10,07:30,07:59,0.18,kWh,$0.03,
Electric usage,2022-12-10,08:00,08:29,0.17,kWh,$0.02,
Electric usage,2022-12-10,08:30,08:59,0.15,kWh,$0.02,
Electric usage,2022-12-10,09:00,09:29,0.22,kWh,$0.03,
Electric usage,2022-12-10,09:30,09:59,0.16,kWh,$0.02,
Electric usage,2022-12-10,10:00,10:29,0.15,kWh,$0.02,
Electric usage,2022-12-10,10:30,10:59,0.14,kWh,$0.02,
Electric usage,2022-12-10,11:00,11:29,0.16,kWh,$0.02,
Electric usage,2022-12-10,11:30,11:59,0.35,kWh,$0.05,
Electric usage,2022-12-10,12:00,12:29,0.13,kWh,$0.02,
Electric usage,2022-12-10,12:30,12:59,0.14,kWh,$0.02,
Electric usage,2022-12-10,13:00,13:29,0.10,kWh,$0.01,
Electric usage,2022-12-10,13:30,13:59,0.22,kWh,$0.03,
Electric usage,2022-12-10,14:00,14:29,0.10,kWh,$0.01,
Electric usage,2022-12-10,14:30,14:59,0.11,kWh,$0.02,
Electric usage,2022-12-10,15:00,15:29,0.25,kWh,$0.03,
Electric usage,2022-12-10,15:30,15:59,1.19,kWh,$0.17,
Electric usage,2022-12-10,16:00,16:29,2.20,kWh,$0.31,
Electric usage,2022-12-10,16:30,16:59,0.56,kWh,$0.08,
Electric usage,2022-12-10,17:00,17:29,0.35,kWh,$0.05,
Electric usage,2022-12-10,17:30,17:59,0.22,kWh,$0.03,
Electric usage,2022-12-10,18:00,18:29,1.02,kWh,$0.14,
Electric usage,2022-12-10,18:30,18:59,1.78,kWh,$0.25,
Electric usage,2022-12-10,19:00,19:29,1.90,kWh,$0.26,
Electric usage,2022-12-10,19:30,19:59,0.94,kWh,$0.13,
Electric usage,2022-12-10,20:00,20:29,0.23,kWh,$0.03,
Electric usage,2022-12-10,20:30,20:59,0.12,kWh,$0.02,
Electric usage,2022-12-10,21:00,21:29,0.08,kWh,$0.01,
Electric usage,2022-12-10,21:30,21:59,0.06,kWh,$0.01,
Electric usage,2022-12-10,22:00,22:29,0.23,kWh,$0.03,
Electric usage,2022-12-10,22:30,22:59,0.12,kWh,$0.02,
Electric usage,2022-12-10,23:00,23:29,0.17,kWh,$0.02,
Electric usage,2022-12-10,23:30,23:59,0.12,kWh,$0.02,
Electric usage,2022-12-11,00:00,00:29,0.12,kWh,$0.02,
Electric usage,2022-12-11,00:30,00:59,0.15,kWh,$0.02,
Electric usage,2022-12-11,01:00,01:29,0.10,kWh,$0.01,
Electric usage,2022-12-11,01:30,01:59,0.18,kWh,$0.03,
Electric usage,2022-12-11,02:00,02:29,0.07,kWh,$0.01,
Electric usage,2022-12-11,02:30,02:59,0.20,kWh,$0.03,
Electric usage,2022-12-11,03:00,03:29,0.05,kWh,$0.01,
Electric usage,2022-12-11,03:30,03:59,0.23,kWh,$0.03,
Electric usage,2022-12-11,04:00,04:29,0.05,kWh,$0.01,
Electric usage,2022-12-11,04:30,04:59,0.19,kWh,$0.03,
Electric usage,2022-12-11,05:00,05:29,0.09,kWh,$0.01,
Electric usage,2022-12-11,05:30,05:59,0.16,kWh,$0.02,
Electric usage,2022-12-11,06:00,06:29,0.11,kWh,$0.02,
Electric usage,2022-12-11,06:30,06:59,0.14,kWh,$0.02,
Electric usage,2022-12-11,07:00,07:29,0.14,kWh,$0.02,
Electric usage,2022-12-11,07:30,07:59,0.11,kWh,$0.02,
Electric usage,2022-12-11,08:00,08:29,0.16,kWh,$0.02,
Electric usage,2022-12-11,08:30,08:59,0.22,kWh,$0.03,
Electric usage,2022-12-11,09:00,09:29,0.20,kWh,$0.03,
Electric usage,2022-12-11,09:30,09:59,0.19,kWh,$0.03,
Electric usage,2022-12-11,10:00,10:29,0.73,kWh,$0.10,
Electric usage,2022-12-11,10:30,10:59,0.99,kWh,$0.14,
Electric usage,2022-12-11,11:00,11:29,1.89,kWh,$0.26,
Electric usage,2022-12-11,11:30,11:59,0.81,kWh,$0.11,
Electric usage,2022-12-11,12:00,12:29,0.64,kWh,$0.09,
Electric usage,2022-12-11,12:30,12:59,1.60,kWh,$0.22,
Electric usage,2022-12-11,13:00,13:29,0.26,kWh,$0.04,
Electric usage,2022-12-11,13:30,13:59,0.09,kWh,$0.01,
Electric usage,2022-12-11,14:00,14:29,0.18,kWh,$0.02,
Electric usage,2022-12-11,14:30,14:59,0.21,kWh,$0.03,
Electric usage,2022-12-11,15:00,15:29,0.14,kWh,$0.02,
Electric usage,2022-12-11,15:30,15:59,0.10,kWh,$0.01,
Electric usage,2022-12-11,16:00,16:29,0.10,kWh,$0.01,
Electric usage,2022-12-11,16:30,16:59,0.30,kWh,$0.04,
Electric usage,2022-12-11,17:00,17:29,0.10,kWh,$0.01,
Electric usage,2022-12-11,17:30,17:59,0.12,kWh,$0.02,
Electric usage,2022-12-11,18:00,18:29,0.12,kWh,$0.02,
Electric usage,2022-12-11,18:30,18:59,0.10,kWh,$0.01,
Electric usage,2022-12-11,19:00,19:29,0.10,kWh,$0.01,
Electric usage,2022-12-11,19:30,19:59,0.08,kWh,$0.01,
Electric usage,2022-12-11,20:00,20:29,0.10,kWh,$0.01,
Electric usage,2022-12-11,20:30,20:59,0.08,kWh,$0.01,
Electric usage,2022-12-11,21:00,21:29,0.10,kWh,$0.01,
Electric usage,2022-12-11,21:30,21:59,0.10,kWh,$0.01,
Electric usage,2022-12-11,22:00,22:29,0.28,kWh,$0.04,
Electric usage,2022-12-11,22:30,22:59,0.15,kWh,$0.02,
Electric usage,2022-12-11,23:00,23:29,0.23,kWh,$0.03,
Electric usage,2022-12-11,23:30,23:59,0.19,kWh,$0.03,
Electric usage,2022-12-12,00:00,00:29,0.16,kWh,$0.02,
Electric usage,2022-12-12,00:30,00:59,0.18,kWh,$0.03,
Electric usage,2022-12-12,01:00,01:29,0.12,kWh,$0.02,
Electric usage,2022-12-12,01:30,01:59,0.21,kWh,$0.03,
Electric usage,2022-12-12,02:00,02:29,0.10,kWh,$0.01,
Electric usage,2022-12-12,02:30,02:59,0.23,kWh,$0.03,
Electric usage,2022-12-12,03:00,03:29,0.07,kWh,$0.01,
Electric usage,2022-12-12,03:30,03:59,0.25,kWh,$0.04,
Electric usage,2022-12-12,04:00,04:29,0.07,kWh,$0.01,
Electric usage,2022-12-12,04:30,04:59,0.22,kWh,$0.03,
Electric usage,2022-12-12,05:00,05:29,0.11,kWh,$0.02,
Electric usage,2022-12-12,05:30,05:59,0.18,kWh,$0.03,
Electric usage,2022-12-12,06:00,06:29,0.14,kWh,$0.02,
Electric usage,2022-12-12,06:30,06:59,0.16,kWh,$0.02,
Electric usage,2022-12-12,07:00,07:29,0.17,kWh,$0.02,
Electric usage,2022-12-12,07:30,07:59,0.13,kWh,$0.02,
Electric usage,2022-12-12,08:00,08:29,0.20,kWh,$0.03,
Electric usage,2022-12-12,08:30,08:59,0.28,kWh,$0.04,
Electric usage,2022-12-12,09:00,09:29,0.23,kWh,$0.03,
Electric usage,2022-12-12,09:30,09:59,0.11,kWh,$0.02,
Electric usage,2022-12-12,10:00,10:29,0.22,kWh,$0.03,
Electric usage,2022-12-12,10:30,10:59,0.12,kWh,$0.02,
Electric usage,2022-12-12,11:00,11:29,0.19,kWh,$0.03,
Electric usage,2022-12-12,11:30,11:59,0.39,kWh,$0.05,
Electric usage,2022-12-12,12:00,12:29,0.18,kWh,$0.03,
Electric usage,2022-12-12,12:30,12:59,0.14,kWh,$0.02,
Electric usage,2022-12-12,13:00,13:29,0.14,kWh,$0.02,
Electric usage,2022-12-12,13:30,13:59,0.18,kWh,$0.03,
Electric usage,2022-12-12,14:00,14:29,0.15,kWh,$0.02,
Electric usage,2022-12-12,14:30,14:59,0.11,kWh,$0.02,
Electric usage,2022-12-12,15:00,15:29,0.12,kWh,$0.02,
Electric usage,2022-12-12,15:30,15:59,0.12,kWh,$0.02,
Electric usage,2022-12-12,16:00,16:29,0.24,kWh,$0.03,
Electric usage,2022-12-12,16:30,16:59,0.14,kWh,$0.02,
Electric usage,2022-12-12,17:00,17:29,0.10,kWh,$0.01,
Electric usage,2022-12-12,17:30,17:59,0.15,kWh,$0.02,
Electric usage,2022-12-12,18:00,18:29,0.14,kWh,$0.02,
Electric usage,2022-12-12,18:30,18:59,0.13,kWh,$0.02,
Electric usage,2022-12-12,19:00,19:29,0.12,kWh,$0.02,
Electric usage,2022-12-12,19:30,19:59,0.08,kWh,$0.01,
Electric usage,2022-12-12,20:00,20:29,0.11,kWh,$0.02,
Electric usage,2022-12-12,20:30,20:59,0.08,kWh,$0.01,
Electric usage,2022-12-12,21:00,21:29,0.11,kWh,$0.02,
Electric usage,2022-12-12,21:30,21:59,0.15,kWh,$0.02,
Electric usage,2022-12-12,22:00,22:29,0.28,kWh,$0.04,
Electric usage,2022-12-12,22:30,22:59,0.16,kWh,$0.02,
Electric usage,2022-12-12,23:00,23:29,0.23,kWh,$0.03,
Electric usage,2022-12-12,23:30,23:59,0.15,kWh,$0.02,
Electric usage,2022-12-13,00:00,00:29,0.12,kWh,$0.02,
Electric usage,2022-12-13,00:30,00:59,0.15,kWh,$0.02,
Electric usage,2022-12-13,01:00,01:29,0.09,kWh,$0.01,
Electric usage,2022-12-13,01:30,01:59,0.19,kWh,$0.03,
Electric usage,2022-12-13,02:00,02:29,0.06,kWh,$0.01,
Electric usage,2022-12-13,02:30,02:59,0.21,kWh,$0.03,
Electric usage,2022-12-13,03:00,03:29,0.04,kWh,$0.01,
Electric usage,2022-12-13,03:30,03:59,0.23,kWh,$0.03,
Electric usage,2022-12-13,04:00,04:29,0.04,kWh,$0.01,
Electric usage,2022-12-13,04:30,04:59,0.20,kWh,$0.03,
Electric usage,2022-12-13,05:00,05:29,0.08,kWh,$0.01,
Electric usage,2022-12-13,05:30,05:59,0.16,kWh,$0.02,
Electric usage,2022-12-13,06:00,06:29,0.12,kWh,$0.02,
Electric usage,2022-12-13,06:30,06:59,0.12,kWh,$0.02,
Electric usage,2022-12-13,07:00,07:29,0.16,kWh,$0.02,
Electric usage,2022-12-13,07:30,07:59,0.09,kWh,$0.01,
Electric usage,2022-12-13,08:00,08:29,0.19,kWh,$0.03,
Electric usage,2022-12-13,08:30,08:59,0.20,kWh,$0.03,
Electric usage,2022-12-13,09:00,09:29,0.22,kWh,$0.03,
Electric usage,2022-12-13,09:30,09:59,0.03,kWh,$0.00,
Electric usage,2022-12-13,10:00,10:29,0.05,kWh,$0.01,
Electric usage,2022-12-13,10:30,10:59,0.09,kWh,$0.01,
Electric usage,2022-12-13,11:00,11:29,0.15,kWh,$0.02,
Electric usage,2022-12-13,11:30,11:59,0.36,kWh,$0.05,
Electric usage,2022-12-13,12:00,12:29,0.09,kWh,$0.01,
Electric usage,2022-12-13,12:30,12:59,0.12,kWh,$0.02,
Electric usage,2022-12-13,13:00,13:29,0.16,kWh,$0.02,
Electric usage,2022-12-13,13:30,13:59,0.14,kWh,$0.02,
Electric usage,2022-12-13,14:00,14:29,0.17,kWh,$0.02,
Electric usage,2022-12-13,14:30,14:59,0.11,kWh,$0.02,
Electric usage,2022-12-13,15:00,15:29,0.04,kWh,$0.01,
Electric usage,2022-12-13,15:30,15:59,0.08,kWh,$0.01,
Electric usage,2022-12-13,16:00,16:29,0.08,kWh,$0.01,
Electric usage,2022-12-13,16:30,16:59,0.10,kWh,$0.01,
Electric usage,2022-12-13,17:00,17:29,0.19,kWh,$0.03,
Electric usage,2022-12-13,17:30,17:59,0.10,kWh,$0.01,
Electric usage,2022-12-13,18:00,18:29,0.09,kWh,$0.01,
Electric usage,2022-12-13,18:30,18:59,0.09,kWh,$0.01,
Electric usage,2022-12-13,19:00,19:29,0.09,kWh,$0.01,
Electric usage,2022-12-13,19:30,19:59,0.06,kWh,$0.01,
Electric usage,2022-12-13,20:00,20:29,0.04,kWh,$0.01,
Electric usage,2022-12-13,20:30,20:59,0.03,kWh,$0.00,
Electric usage,2022-12-13,21:00,21:29,0.04,kWh,$0.01,
Electric usage,2022-12-13,21:30,21:59,0.03,kWh,$0.00,
Electric usage,2022-12-13,22:00,22:29,0.22,kWh,$0.03,
Electric usage,2022-12-13,22:30,22:59,0.08,kWh,$0.01,
Electric usage,2022-12-13,23:00,23:29,0.20,kWh,$0.03,
Electric usage,2022-12-13,23:30,23:59,0.14,kWh,$0.02,
Electric usage,2022-12-14,00:00,00:29,0.15,kWh,$0.02,
Electric usage,2022-12-14,00:30,00:59,0.13,kWh,$0.02,
Electric usage,2022-12-14,01:00,01:29,0.12,kWh,$0.02,
Electric usage,2022-12-14,01:30,01:59,0.17,kWh,$0.02,
Electric usage,2022-12-14,02:00,02:29,0.09,kWh,$0.01,
Electric usage,2022-12-14,02:30,02:59,0.19,kWh,$0.03,
Electric usage,2022-12-14,03:00,03:29,0.12,kWh,$0.02,
Electric usage,2022-12-14,03:30,03:59,0.29,kWh,$0.04,
Electric usage,2022-12-14,04:00,04:29,0.08,kWh,$0.01,
Electric usage,2022-12-14,04:30,04:59,0.22,kWh,$0.03,
Electric usage,2022-12-14,05:00,05:29,0.07,kWh,$0.01,
Electric usage,2022-12-14,05:30,05:59,0.18,kWh,$0.02,
Electric usage,2022-12-14,06:00,06:29,0.11,kWh,$0.02,
Electric usage,2022-12-14,06:30,06:59,0.14,kWh,$0.02,
Electric usage,2022-12-14,07:00,07:29,0.15,kWh,$0.02,
Electric usage,2022-12-14,07:30,07:59,0.10,kWh,$0.01,
Electric usage,2022-12-14,08:00,08:29,0.19,kWh,$0.03,
Electric usage,2022-12-14,08:30,08:59,0.23,kWh,$0.03,
Electric usage,2022-12-14,09:00,09:29,0.23,kWh,$0.03,
Electric usage,2022-12-14,09:30,09:59,0.03,kWh,$0.00,
Electric usage,2022-12-14,10:00,10:29,0.09,kWh,$0.01,
Electric usage,2022-12-14,10:30,10:59,0.09,kWh,$0.01,
Electric usage,2022-12-14,11:00,11:29,0.11,kWh,$0.02,
Electric usage,2022-12-14,11:30,11:59,0.23,kWh,$0.03,
Electric usage,2022-12-14,12:00,12:29,0.14,kWh,$0.02,
Electric usage,2022-12-14,12:30,12:59,0.07,kWh,$0.01,
Electric usage,2022-12-14,13:00,13:29,0.21,kWh,$0.03,
Electric usage,2022-12-14,13:30,13:59,0.08,kWh,$0.01,
Electric usage,2022-12-14,14:00,14:29,0.12,kWh,$0.02,
Electric usage,2022-12-14,14:30,14:59,0.23,kWh,$0.03,
Electric usage,2022-12-14,15:00,15:29,0.12,kWh,$0.02,
Electric usage,2022-12-14,15:30,15:59,0.05,kWh,$0.01,
Electric usage,2022-12-14,16:00,16:29,0.09,kWh,$0.01,
Electric usage,2022-12-14,16:30,16:59,0.17,kWh,$0.02,
Electric usage,2022-12-14,17:00,17:29,0.11,kWh,$0.02,
Electric usage,2022-12-14,17:30,17:59,0.09,kWh,$0.01,
Electric usage,2022-12-14,18:00,18:29,0.09,kWh,$0.01,
Electric usage,2022-12-14,18:30,18:59,0.05,kWh,$0.01,
Electric usage,2022-12-14,19:00,19:29,0.14,kWh,$0.02,
Electric usage,2022-12-14,19:30,19:59,0.10,kWh,$0.01,
Electric usage,2022-12-14,20:00,20:29,0.07,kWh,$0.01,
Electric usage,2022-12-14,20:30,20:59,0.07,kWh,$0.01,
Electric usage,2022-12-14,21:00,21:29,0.06,kWh,$0.01,
Electric usage,2022-12-14,21:30,21:59,0.08,kWh,$0.01,
Electric usage,2022-12-14,22:00,22:29,0.35,kWh,$0.05,
Electric usage,2022-12-14,22:30,22:59,0.33,kWh,$0.05,
Electric usage,2022-12-14,23:00,23:29,0.28,kWh,$0.04,
Electric usage,2022-12-14,23:30,23:59,0.41,kWh,$0.06,
Electric usage,2022-12-15,00:00,00:29,0.23,kWh,$0.03,
Electric usage,2022-12-15,00:30,00:59,0.14,kWh,$0.02,
Electric usage,2022-12-15,01:00,01:29,0.11,kWh,$0.02,
Electric usage,2022-12-15,01:30,01:59,0.18,kWh,$0.02,
Electric usage,2022-12-15,02:00,02:29,0.07,kWh,$0.01,
Electric usage,2022-12-15,02:30,02:59,0.21,kWh,$0.03,
Electric usage,2022-12-15,03:00,03:29,0.04,kWh,$0.01,
Electric usage,2022-12-15,03:30,03:59,0.24,kWh,$0.03,
Electric usage,2022-12-15,04:00,04:29,0.03,kWh,$0.00,
Electric usage,2022-12-15,04:30,04:59,0.23,kWh,$0.03,
Electric usage,2022-12-15,05:00,05:29,0.04,kWh,$0.01,
Electric usage,2022-12-15,05:30,05:59,0.20,kWh,$0.03,
Electric usage,2022-12-15,06:00,06:29,0.07,kWh,$0.01,
Electric usage,2022-12-15,06:30,06:59,0.17,kWh,$0.02,
Electric usage,2022-12-15,07:00,07:29,0.11,kWh,$0.02,
Electric usage,2022-12-15,07:30,07:59,0.13,kWh,$0.02,
Electric usage,2022-12-15,08:00,08:29,0.14,kWh,$0.02,
Electric usage,2022-12-15,08:30,08:59,0.23,kWh,$0.03,
Electric usage,2022-12-15,09:00,09:29,0.17,kWh,$0.02,
Electric usage,2022-12-15,09:30,09:59,0.07,kWh,$0.01,
Electric usage,2022-12-15,10:00,10:29,0.04,kWh,$0.01,
Electric usage,2022-12-15,10:30,10:59,0.05,kWh,$0.01,
Electric usage,2022-12-15,11:00,11:29,0.03,kWh,$0.00,
Electric usage,2022-12-15,11:30,11:59,0.05,kWh,$0.01,
Electric usage,2022-12-15,12:00,12:29,0.03,kWh,$0.00,
Electric usage,2022-12-15,12:30,12:59,0.06,kWh,$0.01,
Electric usage,2022-12-15,13:00,13:29,0.03,kWh,$0.00,
Electric usage,2022-12-15,13:30,13:59,0.06,kWh,$0.01,
Electric usage,2022-12-15,14:00,14:29,0.03,kWh,$0.00,
Electric usage,2022-12-15,14:30,14:59,0.05,kWh,$0.01,
Electric usage,2022-12-15,15:00,15:29,0.03,kWh,$0.00,
Electric usage,2022-12-15,15:30,15:59,0.05,kWh,$0.01,
Electric usage,2022-12-15,16:00,16:29,0.03,kWh,$0.00,
Electric usage,2022-12-15,16:30,16:59,0.05,kWh,$0.01,
Electric usage,2022-12-15,17:00,17:29,0.03,kWh,$0.00,
Electric usage,2022-12-15,17:30,17:59,0.05,kWh,$0.01,
Electric usage,2022-12-15,18:00,18:29,0.03,kWh,$0.00,
Electric usage,2022-12-15,18:30,18:59,0.05,kWh,$0.01,
Electric usage,2022-12-15,19:00,19:29,0.02,kWh,$0.00,
Electric usage,2022-12-15,19:30,19:59,0.05,kWh,$0.01,
Electric usage,2022-12-15,20:00,20:29,0.03,kWh,$0.00,
Electric usage,2022-12-15,20:30,20:59,0.05,kWh,$0.01,
Electric usage,2022-12-15,21:00,21:29,0.02,kWh,$0.00,
Electric usage,2022-12-15,21:30,21:59,0.27,kWh,$0.04,
Electric usage,2022-12-15,22:00,22:29,0.31,kWh,$0.04,
Electric usage,2022-12-15,22:30,22:59,0.12,kWh,$0.02,
Electric usage,2022-12-15,23:00,23:29,0.24,kWh,$0.03,
Electric usage,2022-12-15,23:30,23:59,0.09,kWh,$0.01,
Electric usage,2022-12-16,00:00,00:29,0.16,kWh,$0.02,
Electric usage,2022-12-16,00:30,00:59,0.12,kWh,$0.02,
Electric usage,2022-12-16,01:00,01:29,0.13,kWh,$0.02,
Electric usage,2022-12-16,01:30,01:59,0.15,kWh,$0.02,
Electric usage,2022-12-16,02:00,02:29,0.09,kWh,$0.01,
Electric usage,2022-12-16,02:30,02:59,0.18,kWh,$0.03,
Electric usage,2022-12-16,03:00,03:29,0.06,kWh,$0.01,
Electric usage,2022-12-16,03:30,03:59,0.22,kWh,$0.03,
Electric usage,2022-12-16,04:00,04:29,0.03,kWh,$0.00,
Electric usage,2022-12-16,04:30,04:59,0.25,kWh,$0.04,
Electric usage,2022-12-16,05:00,05:29,0.02,kWh,$0.00,
Electric usage,2022-12-16,05:30,05:59,0.21,kWh,$0.03,
Electric usage,2022-12-16,06:00,06:29,0.06,kWh,$0.01,
Electric usage,2022-12-16,06:30,06:59,0.19,kWh,$0.03,
Electric usage,2022-12-16,07:00,07:29,0.09,kWh,$0.01,
Electric usage,2022-12-16,07:30,07:59,0.15,kWh,$0.02,
Electric usage,2022-12-16,08:00,08:29,0.12,kWh,$0.02,
Electric usage,2022-12-16,08:30,08:59,0.28,kWh,$0.04,
Electric usage,2022-12-16,09:00,09:29,0.16,kWh,$0.02,
Electric usage,2022-12-16,09:30,09:59,0.09,kWh,$0.01,
Electric usage,2022-12-16,10:00,10:29,0.07,kWh,$0.01,
Electric usage,2022-12-16,10:30,10:59,0.19,kWh,$0.03,
Electric usage,2022-12-16,11:00,11:29,0.27,kWh,$0.04,
Electric usage,2022-12-16,11:30,11:59,0.32,kWh,$0.05,
Electric usage,2022-12-16,12:00,12:29,0.14,kWh,$0.02,
Electric usage,2022-12-16,12:30,12:59,0.22,kWh,$0.03,
Electric usage,2022-12-16,13:00,13:29,0.10,kWh,$0.01,
Electric usage,2022-12-16,13:30,13:59,0.23,kWh,$0.03,
Electric usage,2022-12-16,14:00,14:29,0.14,kWh,$0.02,
Electric usage,2022-12-16,14:30,14:59,0.22,kWh,$0.03,
Electric usage,2022-12-16,15:00,15:29,0.10,kWh,$0.01,
Electric usage,2022-12-16,15:30,15:59,0.13,kWh,$0.02,
Electric usage,2022-12-16,16:00,16:29,0.18,kWh,$0.03,
Electric usage,2022-12-16,16:30,16:59,0.13,kWh,$0.02,
Electric usage,2022-12-16,17:00,17:29,0.18,kWh,$0.03,
Electric usage,2022-12-16,17:30,17:59,0.13,kWh,$0.02,
Electric usage,2022-12-16,18:00,18:29,0.17,kWh,$0.02,
Electric usage,2022-12-16,18:30,18:59,0.13,kWh,$0.02,
Electric usage,2022-12-16,19:00,19:29,0.11,kWh,$0.02,
Electric usage,2022-12-16,19:30,19:59,0.04,kWh,$0.01,
Electric usage,2022-12-16,20:00,20:29,0.04,kWh,$0.01,
Electric usage,2022-12-16,20:30,20:59,0.04,kWh,$0.01,
Electric usage,2022-12-16,21:00,21:29,0.08,kWh,$0.01,
Electric usage,2022-12-16,21:30,21:59,0.06,kWh,$0.01,
Electric usage,2022-12-16,22:00,22:29,0.26,kWh,$0.04,
Electric usage,2022-12-16,22:30,22:59,0.03,kWh,$0.00,
Electric usage,2022-12-16,23:00,23:29,0.21,kWh,$0.03,
Electric usage,2022-12-16,23:30,23:59,0.07,kWh,$0.01,
Electric usage,2022-12-17,00:00,00:29,0.20,kWh,$0.03,
Electric usage,2022-12-17,00:30,00:59,0.11,kWh,$0.02,
Electric usage,2022-12-17,01:00,01:29,0.16,kWh,$0.02,
Electric usage,2022-12-17,01:30,01:59,0.14,kWh,$0.02,
Electric usage,2022-12-17,02:00,02:29,0.12,kWh,$0.02,
Electric usage,2022-12-17,02:30,02:59,0.18,kWh,$0.03,
Electric usage,2022-12-17,03:00,03:29,0.09,kWh,$0.01,
Electric usage,2022-12-17,03:30,03:59,0.21,kWh,$0.03,
Electric usage,2022-12-17,04:00,04:29,0.07,kWh,$0.01,
Electric usage,2022-12-17,04:30,04:59,0.24,kWh,$0.03,
Electric usage,2022-12-17,05:00,05:29,0.07,kWh,$0.01,
Electric usage,2022-12-17,05:30,05:59,0.20,kWh,$0.03,
Electric usage,2022-12-17,06:00,06:29,0.10,kWh,$0.01,
Electric usage,2022-12-17,06:30,06:59,0.17,kWh,$0.02,
Electric usage,2022-12-17,07:00,07:29,0.14,kWh,$0.02,
Electric usage,2022-12-17,07:30,07:59,0.14,kWh,$0.02,
Electric usage,2022-12-17,08:00,08:29,0.17,kWh,$0.02,
Electric usage,2022-12-17,08:30,08:59,0.26,kWh,$0.04,
Electric usage,2022-12-17,09:00,09:29,0.21,kWh,$0.03,
Electric usage,2022-12-17,09:30,09:59,0.07,kWh,$0.01,
Electric usage,2022-12-17,10:00,10:29,0.14,kWh,$0.02,
Electric usage,2022-12-17,10:30,10:59,0.05,kWh,$0.01,
Electric usage,2022-12-17,11:00,11:29,0.25,kWh,$0.03,
